card_name,product_id,set_code,set_name,rarity,product_line
Remove Trap,476333,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Two-Pronged Attack,476335,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Tyhone,476341,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Beaver Warrior,476347,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Gravedigger Ghoul,476354,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Curse of Dragon,476368,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Super Rare,Yu-Gi-Oh
Karbonala Warrior,476374,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Giant Soldier of Stone,476377,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Uraby,476394,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Red-Eyes B. Dragon,476395,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Ultra Rare,Yu-Gi-Oh
Reaper of the Cards,476396,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Witty Phantom,476397,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Larvas,476398,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Hard Armor,476399,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Man Eater,476400,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
M-Warrior #1,476401,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
M-Warrior #2,476402,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Spirit of the Harp,476403,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Armaill,476404,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Terra the Terrible,476405,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Frenzied Panda,476406,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Kumootoko,476407,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Meda Bat,476408,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Enchanting Mermaid,476409,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Fireyarou,476410,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Dragoness the Wicked Knight,476411,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
One-Eyed Shield Dragon,476412,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Laser Cannon Armor,476414,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Vile Germs,476415,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Silver Bow and Arrow,476416,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Dragon Treasure,476417,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Electro-Whip,476418,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Mystical Moon,476419,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Stop Defense,476420,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Machine Conversion Factory,476421,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Raise Body Heat,476422,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Follow Wind,476423,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Goblin's Secret Remedy,476424,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Final Flame,476425,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Metal Dragon,476427,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Spike Seadra,476428,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Tripwire Beast,476429,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Skull Red Bird,476430,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Armed Ninja,476431,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Flower Wolf,476432,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Man-Eater Bug,476433,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Super Rare,Yu-Gi-Oh
Sand Stone,476434,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Hane-Hane,476435,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Misairuzame,476436,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Steel Ogre Grotto #1,476437,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Lesser Dragon,476438,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Darkworld Thorns,476439,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Drooling Lizard,476440,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Armored Starfish,476441,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Succubus Knight,476442,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Gaia the Dragon Champion,476445,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Secret Rare,Yu-Gi-Oh
Kuriboh,25362,FL1,Forbidden Legacy,Secret Rare,Yu-Gi-Oh
Forbidden Legacy - Blister Pack,57176,FL1,Forbidden Legacy,"",Yu-Gi-Oh
Gilford the Lightning,24511,CT2,2005 Collectors Tin,Secret Rare,Yu-Gi-Oh
Exarion Universe,24512,CT2,2005 Collectors Tin,Secret Rare,Yu-Gi-Oh
Vorse Raider,24513,CT2,2005 Collectors Tin,Secret Rare,Yu-Gi-Oh
Dark Magician Girl,24514,CT2,2005 Collectors Tin,Secret Rare,Yu-Gi-Oh
Rocket Warrior,24515,CT2,2005 Collectors Tin,Secret Rare,Yu-Gi-Oh
Panther Warrior,24516,CT2,2005 Collectors Tin,Secret Rare,Yu-Gi-Oh
2005 Collectors Tin: Dark Magician Girl,206894,CT2,2005 Collectors Tin,"",Yu-Gi-Oh
2005 Collectors Tin: Gilford the Lightning,206897,CT2,2005 Collectors Tin,"",Yu-Gi-Oh
2005 Collectors Tin: Exarion Universe,206899,CT2,2005 Collectors Tin,"",Yu-Gi-Oh
2005 Collectors Tin: Vorse Raider,206900,CT2,2005 Collectors Tin,"",Yu-Gi-Oh
2005 Collectors Tin: Rocket Warrior,206901,CT2,2005 Collectors Tin,"",Yu-Gi-Oh
2005 Collectors Tin: Panther Warrior,206902,CT2,2005 Collectors Tin,"",Yu-Gi-Oh
Silent Magician LV4,24517,NTR,Nintendo DS Nightmare of Troubadour,Super Rare,Yu-Gi-Oh
Silent Magician LV8,24518,NTR,Nintendo DS Nightmare of Troubadour,Super Rare,Yu-Gi-Oh
Magician's Circle,24519,NTR,Nintendo DS Nightmare of Troubadour,Super Rare,Yu-Gi-Oh
Fire Darts,24451,CRV,Cybernetic Revolution,Rare,Yu-Gi-Oh
Spiritual Earth Art - Kurogane,24452,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Spiritual Wind Art - Miyabi,24455,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
A Rival Appears!,24456,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Magical Explosion,24457,CRV,Cybernetic Revolution,Rare,Yu-Gi-Oh
Rising Energy,24458,CRV,Cybernetic Revolution,Rare,Yu-Gi-Oh
D.D. Trap Hole,24459,CRV,Cybernetic Revolution,Rare,Yu-Gi-Oh
Conscription,24460,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Prepare to Strike Back,24462,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Fusion Recovery,24464,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Dragon's Mirror,24466,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
System Down,24467,CRV,Cybernetic Revolution,Rare,Yu-Gi-Oh
Des Croaking,24468,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Pot of Generosity,24469,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Transcendent Wings,24471,CRV,Cybernetic Revolution,Rare,Yu-Gi-Oh
Bubble Shuffle,24472,CRV,Cybernetic Revolution,Rare,Yu-Gi-Oh
Spark Blaster,24473,CRV,Cybernetic Revolution,Rare,Yu-Gi-Oh
Skyscraper,24474,CRV,Cybernetic Revolution,Super Rare,Yu-Gi-Oh
Cycroid,24475,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Jerry Beans Man,24478,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Winged Kuriboh LV10,24479,CRV,Cybernetic Revolution,Ultra Rare,Yu-Gi-Oh
Patroid,24480,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Gyroid,24481,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Steamroid,24482,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Drillroid,24483,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
UFOroid,24484,CRV,Cybernetic Revolution,Super Rare,Yu-Gi-Oh
Jetroid,24485,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Dark Catapulter,24487,CRV,Cybernetic Revolution,Rare,Yu-Gi-Oh
Elemental Hero Bubbleman,24488,CRV,Cybernetic Revolution,Rare,Yu-Gi-Oh
Cybernetic Magician,24490,CRV,Cybernetic Revolution,Super Rare,Yu-Gi-Oh
Cybernetic Cyclopean,24491,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Mechanical Hound,24492,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Cyber Archfiend,24493,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Goblin Elite Attack Force,24494,CRV,Cybernetic Revolution,Super Rare,Yu-Gi-Oh
B.E.S. Crystal Core,24495,CRV,Cybernetic Revolution,Super Rare,Yu-Gi-Oh
Giant Kozaky,24496,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Indomitable Fighter Lei Lei,24497,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Protective Soul Ailin,24498,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Doitsu,24499,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Des Frog,24500,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
T.A.D.P.O.L.E.,24501,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Poison Draw Frog,24502,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Tyranno Infinity,24503,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Batteryman C,24504,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Ebon Magician Curran,24505,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
D.D.M. - Different Dimension Master,24506,CRV,Cybernetic Revolution,Rare,Yu-Gi-Oh
Steam Gyroid,24507,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
UFOroid Fighter,24508,CRV,Cybernetic Revolution,Ultra Rare,Yu-Gi-Oh
Cyber Twin Dragon,24509,CRV,Cybernetic Revolution,Super Rare,Yu-Gi-Oh
Cybernetic Revolution - Booster Box [1st Edition],57224,CRV,Cybernetic Revolution,"",Yu-Gi-Oh
Winged Kuriboh LV10 (UTR),58626,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
UFOroid (UTR),58627,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Wroughtweiler (UTR),58628,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Dark Catapulter (UTR),58629,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Elemental Hero Bubbleman (UTR),58716,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Cyber Dragon (UTR),58717,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Cybernetic Magician (UTR),58718,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Goblin Elite Attack Force (UTR),58719,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
B.E.S. Crystal Core (UTR),58720,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
D.D.M. - Different Dimension Master (UTR),58721,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
UFOroid Fighter (UTR),58722,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Cyber Twin Dragon (UTR),58723,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Cyber End Dragon (UTR),58724,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Power Bond (UTR),58725,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Miracle Fusion (UTR),58726,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
System Down (UTR),58727,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Transcendent Wings (UTR),58728,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Bubble Shuffle (UTR),58729,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Spark Blaster (UTR),58730,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Skyscraper (UTR),58731,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Fire Darts (UTR),58732,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Magical Explosion (UTR),58733,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Rising Energy (UTR),58734,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Dimension Wall (UTR),58736,CRV,Cybernetic Revolution,Ultimate Rare,Yu-Gi-Oh
Cybernetic Revolution - Booster Box [Unlimited Edition],216828,CRV,Cybernetic Revolution,"",Yu-Gi-Oh
Cybernetic Revolution - Booster Pack [1st Edition],216829,CRV,Cybernetic Revolution,"",Yu-Gi-Oh
Cybernetic Revolution - Booster Pack [Unlimited Edition],216830,CRV,Cybernetic Revolution,"",Yu-Gi-Oh
Mucus Yolk,24201,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Maryokutai,24202,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Catapult Turtle,24203,DB2,Dark Beginning 2,Super Rare,Yu-Gi-Oh
Star Boy,24204,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Penguin Soldier,24205,DB2,Dark Beginning 2,Rare,Yu-Gi-Oh
Gora Turtle,24207,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Mystic Horseman,24208,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Gazelle the King of Mythical Beasts,24209,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Milus Radiant,24211,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
The Wicked Worm Beast,24212,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Little Chimera,24214,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Inaba White Rabbit,24215,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Battle Steer,24216,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Tiger Axe,24217,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Great Long Nose,24219,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Two-Headed King Rex,24220,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Blackland Fire Dragon,24222,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Baby Dragon,24223,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Luster Dragon #2,24224,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Tyrant Dragon,24225,DB2,Dark Beginning 2,Ultra Rare,Yu-Gi-Oh
Spear Dragon,24226,DB2,Dark Beginning 2,Super Rare,Yu-Gi-Oh
Spirit Ryu,24227,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Cave Dragon,24228,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Gray Wing,24229,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Troop Dragon,24230,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Twin-Headed Behemoth,24231,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Thousand Dragon,24232,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Fiend Skull Dragon,24233,DB2,Dark Beginning 2,Rare,Yu-Gi-Oh
Yamata Dragon,24234,DB2,Dark Beginning 2,Super Rare,Yu-Gi-Oh
Cyclon Laser,24235,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Ekibyo Drakmord,24236,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Ring of Magnetism,24237,DB2,Dark Beginning 2,Rare,Yu-Gi-Oh
Heart of Clear Water,24238,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Smoke Grenade of the Thief,24240,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Shining Friendship,24241,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Hoshiningen,24243,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Airknight Parshath,24244,DB2,Dark Beginning 2,Super Rare,Yu-Gi-Oh
Moisture Creature,24245,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Asura Priest,24246,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Lord of the Lamp,24247,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Opticlops,24248,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Ryu-Kishin Powered,24249,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Kuriboh,24252,DB2,Dark Beginning 2,Rare,Yu-Gi-Oh
King of Yamimakai,24253,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Crass Clown,24254,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
The Bistro Butcher,24255,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Dragon Seeker,24256,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Dark Ruler Ha Des,24257,DB2,Dark Beginning 2,Ultra Rare,Yu-Gi-Oh
Lesser Fiend,24258,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Possessed Dark Soul,24259,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Winged Minion,24260,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Skull Knight #2,24261,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Twin-Headed Wolf,24262,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Kryuel,24263,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Jowls of Dark Demise,24264,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Dark Balter the Terrible,24265,DB2,Dark Beginning 2,Rare,Yu-Gi-Oh
Yata-Garasu,24266,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Swarm of Scarabs,24267,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Swarm of Locusts,24268,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Great Moth,24269,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Jirai Gumo,24270,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Insect Queen,24272,DB2,Dark Beginning 2,Ultra Rare,Yu-Gi-Oh
Arsenal Bug,24273,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Perfectly Ultimate Great Moth,24274,DB2,Dark Beginning 2,Ultra Rare,Yu-Gi-Oh
Bladefly,24275,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Mechanicalchaser,24276,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Launcher Spider,24277,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Barrel Dragon,24279,DB2,Dark Beginning 2,Ultra Rare,Yu-Gi-Oh
Cyber-Stein,24280,DB2,Dark Beginning 2,Rare,Yu-Gi-Oh
Machine King,24281,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Gradius' Option,24282,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Toon Cannon Soldier,24283,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Fiber Jar,24284,DB2,Dark Beginning 2,Rare,Yu-Gi-Oh
Woodland Sprite,24285,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Dragon Piper,24287,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Hino-Kagu-Tsuchi,24288,DB2,Dark Beginning 2,Ultra Rare,Yu-Gi-Oh
Serpentine Princess,24289,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
The Statue of Easter Island,24290,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Muka Muka,24291,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Morphing Jar,24292,DB2,Dark Beginning 2,Rare,Yu-Gi-Oh
Guardian Sphinx,24293,DB2,Dark Beginning 2,Ultra Rare,Yu-Gi-Oh
Dice Jar,24294,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Maharaghi,24295,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
"Spirit Message ""I""",24297,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
"Spirit Message ""N""",24298,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
"Spirit Message ""A""",24299,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
"Spirit Message ""L""",24300,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
The Dark Door,24301,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Vengeful Bog Spirit,24302,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
The A. Forces,24303,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Spring of Rebirth,24304,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Spiritual Energy Settle Machine,24305,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Second Coin Toss,24306,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Call of the Mummy,24309,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Fusion Gate,24310,DB2,Dark Beginning 2,Rare,Yu-Gi-Oh
Tremendous Fire,24313,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Shield & Sword,24314,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Block Attack,24315,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Share the Pain,24316,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Soul of the Pure,24318,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Dark-Piercing Light,24319,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Graceful Charity,24320,DB2,Dark Beginning 2,Rare,Yu-Gi-Oh
Restructer Revolution,24321,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Fusion Sage,24322,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
The Puppet Magic of Dark Ruler,24324,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Double Snare,24325,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Array of Revealing Light,24327,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
The Warrior Returning Alive,24328,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
A Wingbeat of Giant Dragon,24329,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Dragon's Gunfire,24330,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Stamping Destruction,24331,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
A Legendary Ocean,24332,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Creature Swap,24333,DB2,Dark Beginning 2,Super Rare,Yu-Gi-Oh
The Secret of the Bandit,24334,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
After the Struggle,24335,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Magic Reflector,24336,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Book of Life,24338,DB2,Dark Beginning 2,Super Rare,Yu-Gi-Oh
Book of Taiyou,24339,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Secret Pass to the Treasures,24340,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Timidity,24341,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
De-Fusion,24342,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Super Rejuvenation,24344,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Pyramid Energy,24346,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Black Illusion Ritual,24347,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Tutan Mask,24348,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Saggi the Dark Clown,24349,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Kycoo the Ghost Destroyer,24353,DB2,Dark Beginning 2,Rare,Yu-Gi-Oh
Witch's Apprentice,24355,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Great Dezard,24356,DB2,Dark Beginning 2,Super Rare,Yu-Gi-Oh
Mysterious Guard,24357,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Frontier Wiseman,24358,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Injection Fairy Lily,24359,DB2,Dark Beginning 2,Ultra Rare,Yu-Gi-Oh
Time Wizard,24362,DB2,Dark Beginning 2,Super Rare,Yu-Gi-Oh
The Unhappy Maiden,24363,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Otohime,24364,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Toon Masked Sorcerer,24365,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Toon Gemini Elf,24366,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Oscillo Hero #2,24367,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
The Immortal of Thunder,24369,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Thunder Nyan Nyan,24370,DB2,Dark Beginning 2,Rare,Yu-Gi-Oh
Twin-Headed Thunder Dragon,24371,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Susa Soldier,24372,DB2,Dark Beginning 2,Super Rare,Yu-Gi-Oh
Royal Command,24373,DB2,Dark Beginning 2,Rare,Yu-Gi-Oh
Graverobber's Retribution,24375,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Blind Destruction,24376,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
The Emperor's Holiday,24377,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Destiny Board,24378,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
Robbin' Goblin,24379,DB2,Dark Beginning 2,Common,Yu-Gi-Oh
